# Angular frequency =   1.20000000e+13 : (lead, v_x sign, k_x, k_y, k_z, band index, v_x, v_y, v_z ) 
 -1   1   2.202129e+09   0.000000e+00   0.000000e+00   2   6.658437e+03   0.000000e+00   0.000000e+00 
 -1   1   2.202347e+09   0.000000e+00   0.000000e+00   1   6.659443e+03   0.000000e+00   0.000000e+00 
 -1   1   1.473774e+09   0.000000e+00   0.000000e+00   3   1.048107e+04   0.000000e+00   0.000000e+00 
 -1   1   1.473734e+09   0.000000e+00   0.000000e+00   4   1.048064e+04   0.000000e+00   0.000000e+00 
 -1   1   5.534166e+08   0.000000e+00   0.000000e+00   8   2.162099e+04   0.000000e+00   0.000000e+00 
 -1   1   8.034512e+08   0.000000e+00   0.000000e+00   5   1.491312e+04   0.000000e+00   0.000000e+00 
 -1   1   7.903202e+08   0.000000e+00   0.000000e+00   6   9.194134e+02   0.000000e+00   0.000000e+00 
 -1   1   7.899522e+08   0.000000e+00   0.000000e+00   7   9.188294e+02   0.000000e+00   0.000000e+00 
  1  -1  -8.105335e+08   0.000000e+00   0.000000e+00   3  -1.477172e+04   0.000000e+00   0.000000e+00 
  1  -1  -5.697833e+08   0.000000e+00   0.000000e+00   4  -2.101932e+04   0.000000e+00   0.000000e+00 
  1  -1  -1.823989e+09   0.000000e+00   0.000000e+00   1  -1.033183e+04   0.000000e+00   0.000000e+00 
  1  -1  -1.823988e+09   0.000000e+00   0.000000e+00   2  -1.033185e+04   0.000000e+00   0.000000e+00 
 -1  -1  -2.202129e+09   0.000000e+00   0.000000e+00   2  -6.658437e+03   0.000000e+00   0.000000e+00 
 -1  -1  -2.202347e+09   0.000000e+00   0.000000e+00   1  -6.659443e+03   0.000000e+00   0.000000e+00 
 -1  -1  -5.534166e+08   0.000000e+00   0.000000e+00   8  -2.162099e+04   0.000000e+00   0.000000e+00 
 -1  -1  -1.473774e+09   0.000000e+00   0.000000e+00   3  -1.048107e+04   0.000000e+00   0.000000e+00 
 -1  -1  -1.473734e+09   0.000000e+00   0.000000e+00   4  -1.048064e+04   0.000000e+00   0.000000e+00 
 -1  -1  -8.034512e+08   0.000000e+00   0.000000e+00   5  -1.491312e+04   0.000000e+00   0.000000e+00 
 -1  -1  -7.899522e+08   0.000000e+00   0.000000e+00   7  -9.188294e+02   0.000000e+00   0.000000e+00 
 -1  -1  -7.903202e+08   0.000000e+00   0.000000e+00   6  -9.194134e+02   0.000000e+00   0.000000e+00 
  1   1   1.823988e+09   0.000000e+00   0.000000e+00   2   1.033185e+04   0.000000e+00   0.000000e+00 
  1   1   1.823989e+09   0.000000e+00   0.000000e+00   1   1.033183e+04   0.000000e+00   0.000000e+00 
  1   1   5.697833e+08   0.000000e+00   0.000000e+00   4   2.101932e+04   0.000000e+00   0.000000e+00 
  1   1   8.105335e+08   0.000000e+00   0.000000e+00   3   1.477172e+04   0.000000e+00   0.000000e+00 
